laus_code,state_fips,county_fips,name,year,labor_force,employed,unemployment_level,unemployment_rate
CN1901100000000,19,11,"Benton County, IA",2018,"13,356","12,995",361,2.7
CN1901300000000,19,13,"Black Hawk County, IA",2018,"68,953","67,044","1,909",2.8
CN1901500000000,19,15,"Boone County, IA",2018,"14,816","14,499",317,2.1
CN1901700000000,19,17,"Bremer County, IA",2018,"13,845","13,564",281,2
CN1901900000000,19,19,"Buchanan County, IA",2018,"11,185","10,899",286,2.6
CN1902100000000,19,21,"Buena Vista County, IA",2018,"11,349","11,108",241,2.1
CN1902300000000,19,23,"Butler County, IA",2018,"7,833","7,618",215,2.7
CN1902500000000,19,25,"Calhoun County, IA",2018,"4,290","4,182",108,2.5
CN1902700000000,19,27,"Carroll County, IA",2018,"10,811","10,609",202,1.9
CN1902900000000,19,29,"Cass County, IA",2018,"7,098","6,908",190,2.7
CN1903100000000,19,31,"Cedar County, IA",2018,"10,759","10,499",260,2.4
CN1903300000000,19,33,"Cerro Gordo County, IA",2018,"23,298","22,691",607,2.6
CN1903500000000,19,35,"Cherokee County, IA",2018,"5,943","5,815",128,2.2
CN1903700000000,19,37,"Chickasaw County, IA",2018,"6,407","6,234",173,2.7
CN1903900000000,19,39,"Clarke County, IA",2018,"4,801","4,665",136,2.8
CN1904100000000,19,41,"Clay County, IA",2018,"8,583","8,310",273,3.2
CN1904300000000,19,43,"Clayton County, IA",2018,"10,133","9,812",321,3.2
CN1904500000000,19,45,"Clinton County, IA",2018,"22,606","21,878",728,3.2
CN1904700000000,19,47,"Crawford County, IA",2018,"8,122","7,846",276,3.4
CN1904900000000,19,49,"Dallas County, IA",2018,"47,653","46,835",818,1.7
CN1905100000000,19,51,"Davis County, IA",2018,"4,251","4,138",113,2.7
CN1905300000000,19,53,"Decatur County, IA",2018,"4,322","4,225",97,2.2
CN1905500000000,19,55,"Delaware County, IA",2018,"10,411","10,196",215,2.1
CN1905700000000,19,57,"Des Moines County, IA",2018,"19,450","18,816",634,3.3
CN1905900000000,19,59,"Dickinson County, IA",2018,"9,865","9,554",311,3.2
CN1906100000000,19,61,"Dubuque County, IA",2018,"55,213","53,880","1,333",2.4
CN1906300000000,19,63,"Emmet County, IA",2018,"5,292","5,147",145,2.7
CN1906500000000,19,65,"Fayette County, IA",2018,"10,572","10,259",313,3
CN1906700000000,19,67,"Floyd County, IA",2018,"8,806","8,569",237,2.7
CN1906900000000,19,69,"Franklin County, IA",2018,"5,783","5,660",123,2.1
CN1907100000000,19,71,"Fremont County, IA",2018,"3,704","3,635",69,1.9
CN1907300000000,19,73,"Greene County, IA",2018,"5,400","5,278",122,2.3
CN1907500000000,19,75,"Grundy County, IA",2018,"6,544","6,382",162,2.5
CN1907700000000,19,77,"Guthrie County, IA",2018,"5,570","5,426",144,2.6
CN1907900000000,19,79,"Hamilton County, IA",2018,"6,936","6,749",187,2.7
CN1908100000000,19,81,"Hancock County, IA",2018,"5,974","5,836",138,2.3
CN1908300000000,19,83,"Hardin County, IA",2018,"8,248","8,013",235,2.8
CN1908500000000,19,85,"Harrison County, IA",2018,"7,291","7,130",161,2.2
CN1908700000000,19,87,"Henry County, IA",2018,"9,580","9,343",237,2.5
CN1908900000000,19,89,"Howard County, IA",2018,"5,180","5,049",131,2.5
CN1909100000000,19,91,"Humboldt County, IA",2018,"5,180","5,050",130,2.5
CN1909300000000,19,93,"Ida County, IA",2018,"4,091","4,011",80,2
CN1909500000000,19,95,"Iowa County, IA",2018,"10,407","10,192",215,2.1
CN1909700000000,19,97,"Jackson County, IA",2018,"10,932","10,631",301,2.8
CN1909900000000,19,99,"Jasper County, IA",2018,"19,266","18,760",506,2.6
CN1910100000000,19,101,"Jefferson County, IA",2018,"9,203","8,984",219,2.4
CN1910300000000,19,103,"Johnson County, IA",2018,"85,186","83,551","1,635",1.9
CN1910500000000,19,105,"Jones County, IA",2018,"10,484","10,172",312,3
CN1910700000000,19,107,"Keokuk County, IA",2018,"5,088","4,941",147,2.9
CN1910900000000,19,109,"Kossuth County, IA",2018,"8,514","8,342",172,2
CN1911100000000,19,111,"Lee County, IA",2018,"15,996","15,358",638,4
CN1911300000000,19,113,"Linn County, IA",2018,"119,524","116,211","3,313",2.8
CN1911500000000,19,115,"Louisa County, IA",2018,"6,075","5,916",159,2.6
CN1911700000000,19,117,"Lucas County, IA",2018,"4,467","4,378",89,2
CN1911900000000,19,119,"Lyon County, IA",2018,"6,949","6,842",107,1.5
CN1912100000000,19,121,"Madison County, IA",2018,"8,397","8,132",265,3.2
CN1912300000000,19,123,"Mahaska County, IA",2018,"11,695","11,406",289,2.5
CN1912500000000,19,125,"Marion County, IA",2018,"17,849","17,486",363,2
CN1912700000000,19,127,"Marshall County, IA",2018,"18,008","17,210",798,4.4
CN1912900000000,19,129,"Mills County, IA",2018,"7,307","7,156",151,2.1
CN1913100000000,19,131,"Mitchell County, IA",2018,"5,732","5,625",107,1.9
CN1913300000000,19,133,"Monona County, IA",2018,"4,456","4,333",123,2.8
CN1913500000000,19,135,"Monroe County, IA",2018,"3,898","3,784",114,2.9
CN1913700000000,19,137,"Montgomery County, IA",2018,"4,923","4,803",120,2.4
CN1913900000000,19,139,"Muscatine County, IA",2018,"21,734","21,159",575,2.6
CN1914100000000,19,141,"O'Brien County, IA",2018,"8,111","7,950",161,2
CN1914300000000,19,143,"Osceola County, IA",2018,"3,512","3,444",68,1.9
CN1914500000000,19,145,"Page County, IA",2018,"6,377","6,217",160,2.5
CN1914700000000,19,147,"Palo Alto County, IA",2018,"4,895","4,788",107,2.2
CN1914900000000,19,149,"Plymouth County, IA",2018,"14,786","14,507",279,1.9
CN1915100000000,19,151,"Pocahontas County, IA",2018,"4,311","4,232",79,1.8
CN1915300000000,19,153,"Polk County, IA",2018,"264,356","257,650","6,706",2.5
CN1915500000000,19,155,"Pottawattamie County, IA",2018,"47,848","46,733","1,115",2.3
CN1915700000000,19,157,"Poweshiek County, IA",2018,"10,435","10,193",242,2.3
CN1915900000000,19,159,"Ringgold County, IA",2018,"2,524","2,454",70,2.8
CN1916100000000,19,161,"Sac County, IA",2018,"5,273","5,148",125,2.4
CN1916300000000,19,163,"Scott County, IA",2018,"86,878","84,311","2,567",3
CN1916500000000,19,165,"Shelby County, IA",2018,"6,651","6,519",132,2
CN1916700000000,19,167,"Sioux County, IA",2018,"20,433","20,069",364,1.8
CN1916900000000,19,169,"Story County, IA",2018,"57,756","56,840",916,1.6
CN1917100000000,19,171,"Tama County, IA",2018,"9,509","9,228",281,3
CN1917300000000,19,173,"Taylor County, IA",2018,"3,227","3,163",64,2
CN1917500000000,19,175,"Union County, IA",2018,"6,375","6,149",226,3.5
CN1917700000000,19,177,"Van Buren County, IA",2018,"3,666","3,567",99,2.7
CN1917900000000,19,179,"Wapello County, IA",2018,"17,604","17,002",602,3.4
CN1918100000000,19,181,"Warren County, IA",2018,"27,637","27,007",630,2.3
CN1918300000000,19,183,"Washington County, IA",2018,"12,123","11,840",283,2.3
CN1918500000000,19,185,"Wayne County, IA",2018,"2,769","2,693",76,2.7
CN1918700000000,19,187,"Webster County, IA",2018,"19,109","18,487",622,3.3
CN1918900000000,19,189,"Winnebago County, IA",2018,"4,979","4,850",129,2.6
CN1919100000000,19,191,"Winneshiek County, IA",2018,"11,775","11,460",315,2.7
CN1919300000000,19,193,"Woodbury County, IA",2018,"55,149","53,777","1,372",2.5
CN1919500000000,19,195,"Worth County, IA",2018,"4,162","4,049",113,2.7
CN1919700000000,19,197,"Wright County, IA",2018,"6,451","6,284",167,2.6
CN2000100000000,20,1,"Allen County, KS",2018,"6,313","6,059",254,4
CN2000300000000,20,3,"Anderson County, KS",2018,"4,133","3,989",144,3.5
CN2000500000000,20,5,"Atchison County, KS",2018,"6,985","6,662",323,4.6
CN2000700000000,20,7,"Barber County, KS",2018,"2,396","2,334",62,2.6
CN2000900000000,20,9,"Barton County, KS",2018,"13,413","12,970",443,3.3
CN2001100000000,20,11,"Bourbon County, KS",2018,"7,120","6,822",298,4.2
CN2001300000000,20,13,"Brown County, KS",2018,"5,353","5,190",163,3
CN2001500000000,20,15,"Butler County, KS",2018,"31,938","30,833","1,105",3.5
CN2001700000000,20,17,"Chase County, KS",2018,"1,484","1,445",39,2.6
CN2001900000000,20,19,"Chautauqua County, KS",2018,"1,417","1,360",57,4
CN2002100000000,20,21,"Cherokee County, KS",2018,"10,046","9,669",377,3.8
CN2002300000000,20,23,"Cheyenne County, KS",2018,"1,313","1,282",31,2.4
CN2002500000000,20,25,"Clark County, KS",2018,"1,065","1,039",26,2.4
CN2002700000000,20,27,"Clay County, KS",2018,"3,791","3,669",122,3.2
CN2002900000000,20,29,"Cloud County, KS",2018,"3,784","3,651",133,3.5
CN2003100000000,20,31,"Coffey County, KS",2018,"4,030","3,836",194,4.8
CN2003300000000,20,33,"Comanche County, KS",2018,882,860,22,2.5
CN2003500000000,20,35,"Cowley County, KS",2018,"16,735","16,161",574,3.4
CN2003700000000,20,37,"Crawford County, KS",2018,"18,746","17,996",750,4
CN2003900000000,20,39,"Decatur County, KS",2018,"1,251","1,213",38,3
CN2004100000000,20,41,"Dickinson County, KS",2018,"9,142","8,821",321,3.5
CN2004300000000,20,43,"Doniphan County, KS",2018,"4,181","4,033",148,3.5
CN2004500000000,20,45,"Douglas County, KS",2018,"65,199","63,204","1,995",3.1
CN2004700000000,20,47,"Edwards County, KS",2018,"1,512","1,475",37,2.4
CN2004900000000,20,49,"Elk County, KS",2018,"1,165","1,126",39,3.3
CN2005100000000,20,51,"Ellis County, KS",2018,"16,868","16,466",402,2.4
CN2005300000000,20,53,"Ellsworth County, KS",2018,"2,722","2,646",76,2.8
CN2005500000000,20,55,"Finney County, KS",2018,"20,404","19,890",514,2.5
CN2005700000000,20,57,"Ford County, KS",2018,"17,186","16,743",443,2.6
CN2005900000000,20,59,"Franklin County, KS",2018,"14,029","13,526",503,3.6
CN2006100000000,20,61,"Geary County, KS",2018,"11,492","10,941",551,4.8
CN2006300000000,20,63,"Gove County, KS",2018,"1,436","1,405",31,2.2
CN2006500000000,20,65,"Graham County, KS",2018,"1,121","1,085",36,3.2
CN2006700000000,20,67,"Grant County, KS",2018,"3,340","3,245",95,2.8
CN2006900000000,20,69,"Gray County, KS",2018,"3,437","3,369",68,2
CN2007100000000,20,71,"Greeley County, KS",2018,855,838,17,2
CN2007300000000,20,73,"Greenwood County, KS",2018,"3,205","3,089",116,3.6
CN2007500000000,20,75,"Hamilton County, KS",2018,"1,637","1,605",32,2
CN2007700000000,20,77,"Harper County, KS",2018,"2,748","2,669",79,2.9
CN2007900000000,20,79,"Harvey County, KS",2018,"16,864","16,319",545,3.2
CN2008100000000,20,81,"Haskell County, KS",2018,"2,211","2,163",48,2.2
CN2008300000000,20,83,"Hodgeman County, KS",2018,991,966,25,2.5
CN2008500000000,20,85,"Jackson County, KS",2018,"7,217","7,001",216,3
CN2008700000000,20,87,"Jefferson County, KS",2018,"10,167","9,836",331,3.3
CN2008900000000,20,89,"Jewell County, KS",2018,"1,287","1,251",36,2.8
CN2009100000000,20,91,"Johnson County, KS",2018,"336,677","326,954","9,723",2.9
CN2009300000000,20,93,"Kearny County, KS",2018,"2,083","2,034",49,2.4
CN2009500000000,20,95,"Kingman County, KS",2018,"3,409","3,299",110,3.2
CN2009700000000,20,97,"Kiowa County, KS",2018,"1,306","1,275",31,2.4
CN2009900000000,20,99,"Labette County, KS",2018,"10,272","9,862",410,4
CN2010100000000,20,101,"Lane County, KS",2018,796,774,22,2.8
CN2010300000000,20,103,"Leavenworth County, KS",2018,"36,546","35,216","1,330",3.6
CN2010500000000,20,105,"Lincoln County, KS",2018,"1,684","1,642",42,2.5
CN2010700000000,20,107,"Linn County, KS",2018,"4,448","4,187",261,5.9
CN2010900000000,20,109,"Logan County, KS",2018,"1,670","1,634",36,2.2
CN2011100000000,20,111,"Lyon County, KS",2018,"16,617","16,030",587,3.5
CN2011300000000,20,113,"McPherson County, KS",2018,"16,312","15,893",419,2.6
CN2011500000000,20,115,"Marion County, KS",2018,"6,041","5,853",188,3.1
CN2011700000000,20,117,"Marshall County, KS",2018,"5,442","5,299",143,2.6
CN2011900000000,20,119,"Meade County, KS",2018,"2,291","2,243",48,2.1
CN2012100000000,20,121,"Miami County, KS",2018,"17,469","16,840",629,3.6
CN2012300000000,20,123,"Mitchell County, KS",2018,"3,426","3,348",78,2.3
CN2012500000000,20,125,"Montgomery County, KS",2018,"14,834","14,194",640,4.3
CN2012700000000,20,127,"Morris County, KS",2018,"2,985","2,902",83,2.8
CN2012900000000,20,129,"Morton County, KS",2018,"1,169","1,131",38,3.3
CN2013100000000,20,131,"Nemaha County, KS",2018,"5,499","5,373",126,2.3
CN2013300000000,20,133,"Neosho County, KS",2018,"6,010","5,716",294,4.9
CN2013500000000,20,135,"Ness County, KS",2018,"1,329","1,292",37,2.8
CN2013700000000,20,137,"Norton County, KS",2018,"2,746","2,687",59,2.1
CN2013900000000,20,139,"Osage County, KS",2018,"7,945","7,641",304,3.8
CN2014100000000,20,141,"Osborne County, KS",2018,"2,004","1,951",53,2.6
CN2014300000000,20,143,"Ottawa County, KS",2018,"3,005","2,918",87,2.9
CN2014500000000,20,145,"Pawnee County, KS",2018,"2,940","2,847",93,3.2
CN2014700000000,20,147,"Phillips County, KS",2018,"2,800","2,729",71,2.5
CN2014900000000,20,149,"Pottawatomie County, KS",2018,"12,278","11,935",343,2.8
CN2015100000000,20,151,"Pratt County, KS",2018,"4,952","4,815",137,2.8
CN2015300000000,20,153,"Rawlins County, KS",2018,"1,467","1,436",31,2.1
CN2015500000000,20,155,"Reno County, KS",2018,"29,916","28,841","1,075",3.6
CN2015700000000,20,157,"Republic County, KS",2018,"2,401","2,335",66,2.7
CN2015900000000,20,159,"Rice County, KS",2018,"5,287","5,132",155,2.9
CN2016100000000,20,161,"Riley County, KS",2018,"35,429","34,407","1,022",2.9
CN2016300000000,20,163,"Rooks County, KS",2018,"2,522","2,441",81,3.2
CN2016500000000,20,165,"Rush County, KS",2018,"1,660","1,615",45,2.7
CN2016700000000,20,167,"Russell County, KS",2018,"3,352","3,252",100,3
CN2016900000000,20,169,"Saline County, KS",2018,"30,094","29,170",924,3.1
CN2017100000000,20,171,"Scott County, KS",2018,"2,858","2,801",57,2
CN2017300000000,20,173,"Sedgwick County, KS",2018,"246,605","237,249","9,356",3.8
CN2017500000000,20,175,"Seward County, KS",2018,"9,554","9,239",315,3.3
CN2017700000000,20,177,"Shawnee County, KS",2018,"91,125","87,941","3,184",3.5
CN2017900000000,20,179,"Sheridan County, KS",2018,"1,398","1,366",32,2.3
CN2018100000000,20,181,"Sherman County, KS",2018,"2,894","2,812",82,2.8
CN2018300000000,20,183,"Smith County, KS",2018,"1,946","1,897",49,2.5
CN2018500000000,20,185,"Stafford County, KS",2018,"1,952","1,899",53,2.7
CN2018700000000,20,187,"Stanton County, KS",2018,"1,010",984,26,2.6
CN2018900000000,20,189,"Stevens County, KS",2018,"2,655","2,580",75,2.8
CN2019100000000,20,191,"Sumner County, KS",2018,"10,784","10,403",381,3.5
CN2019300000000,20,193,"Thomas County, KS",2018,"4,230","4,120",110,2.6
CN2019500000000,20,195,"Trego County, KS",2018,"1,381","1,337",44,3.2
CN2019700000000,20,197,"Wabaunsee County, KS",2018,"3,648","3,533",115,3.2
CN2019900000000,20,199,"Wallace County, KS",2018,819,798,21,2.6
CN2020100000000,20,201,"Washington County, KS",2018,"2,927","2,847",80,2.7
CN2020300000000,20,203,"Wichita County, KS",2018,"1,265","1,237",28,2.2
CN2020500000000,20,205,"Wilson County, KS",2018,"4,001","3,825",176,4.4
CN2020700000000,20,207,"Woodson County, KS",2018,"1,594","1,525",69,4.3
CN2020900000000,20,209,"Wyandotte County, KS",2018,"77,858","74,105","3,753",4.8
CN2100100000000,21,1,"Adair County, KY",2018,"7,246","6,879",367,5.1
CN2100300000000,21,3,"Allen County, KY",2018,"8,969","8,633",336,3.7
CN2100500000000,21,5,"Anderson County, KY",2018,"11,951","11,520",431,3.6
CN2100700000000,21,7,"Ballard County, KY",2018,"3,583","3,335",248,6.9
CN2100900000000,21,9,"Barren County, KY",2018,"19,141","18,293",848,4.4
CN2101100000000,21,11,"Bath County, KY",2018,"4,648","4,335",313,6.7
CN2101300000000,21,13,"Bell County, KY",2018,"8,513","7,973",540,6.3
CN2101500000000,21,15,"Boone County, KY",2018,"70,741","68,362","2,379",3.4
CN2101700000000,21,17,"Bourbon County, KY",2018,"9,704","9,317",387,4
CN2101900000000,21,19,"Boyd County, KY",2018,"18,099","17,028","1,071",5.9
CN2102100000000,21,21,"Boyle County, KY",2018,"12,612","12,053",559,4.4
CN2102300000000,21,23,"Bracken County, KY",2018,"3,851","3,664",187,4.9
CN2102500000000,21,25,"Breathitt County, KY",2018,"3,643","3,377",266,7.3
CN2102700000000,21,27,"Breckinridge County, KY",2018,"7,990","7,561",429,5.4
CN2102900000000,21,29,"Bullitt County, KY",2018,"42,322","40,596","1,726",4.1
CN2103100000000,21,31,"Butler County, KY",2018,"5,206","4,953",253,4.9
CN2103300000000,21,33,"Caldwell County, KY",2018,"5,419","5,163",256,4.7
CN2103500000000,21,35,"Calloway County, KY",2018,"18,864","18,127",737,3.9
CN2103700000000,21,37,"Campbell County, KY",2018,"50,530","48,865","1,665",3.3
CN2103900000000,21,39,"Carlisle County, KY",2018,"2,311","2,198",113,4.9
CN2104100000000,21,41,"Carroll County, KY",2018,"5,270","5,053",217,4.1
CN2104300000000,21,43,"Carter County, KY",2018,"9,894","8,982",912,9.2
CN2104500000000,21,45,"Casey County, KY",2018,"6,734","6,420",314,4.7
CN2104700000000,21,47,"Christian County, KY",2018,"24,853","23,549","1,304",5.2
CN2104900000000,21,49,"Clark County, KY",2018,"17,202","16,493",709,4.1
CN2105100000000,21,51,"Clay County, KY",2018,"5,221","4,852",369,7.1
CN2105300000000,21,53,"Clinton County, KY",2018,"3,869","3,657",212,5.5
CN2105500000000,21,55,"Crittenden County, KY",2018,"3,908","3,706",202,5.2
CN2105700000000,21,57,"Cumberland County, KY",2018,"3,134","2,994",140,4.5
CN2105900000000,21,59,"Daviess County, KY",2018,"48,018","46,121","1,897",4
CN2106100000000,21,61,"Edmonson County, KY",2018,"4,868","4,610",258,5.3
CN2106300000000,21,63,"Elliott County, KY",2018,"2,070","1,878",192,9.3
CN2106500000000,21,65,"Estill County, KY",2018,"5,325","5,033",292,5.5
CN2106700000000,21,67,"Fayette County, KY",2018,"174,849","169,048","5,801",3.3
CN2106900000000,21,69,"Fleming County, KY",2018,"6,142","5,808",334,5.4
CN2107100000000,21,71,"Floyd County, KY",2018,"10,907","10,187",720,6.6
CN2107300000000,21,73,"Franklin County, KY",2018,"25,051","24,115",936,3.7
CN2107500000000,21,75,"Fulton County, KY",2018,"2,048","1,930",118,5.8
CN2107700000000,21,77,"Gallatin County, KY",2018,"4,073","3,907",166,4.1
CN2107900000000,21,79,"Garrard County, KY",2018,"7,693","7,352",341,4.4
CN2108100000000,21,81,"Grant County, KY",2018,"11,729","11,223",506,4.3
CN2108300000000,21,83,"Graves County, KY",2018,"15,447","14,670",777,5
CN2108500000000,21,85,"Grayson County, KY",2018,"10,995","10,455",540,4.9
CN2108700000000,21,87,"Green County, KY",2018,"5,076","4,858",218,4.3
CN2108900000000,21,89,"Greenup County, KY",2018,"13,459","12,564",895,6.6
CN2109100000000,21,91,"Hancock County, KY",2018,"4,089","3,919",170,4.2
CN2109300000000,21,93,"Hardin County, KY",2018,"49,149","47,158","1,991",4.1
CN2109500000000,21,95,"Harlan County, KY",2018,"6,554","6,067",487,7.4
CN2109700000000,21,97,"Harrison County, KY",2018,"8,699","8,339",360,4.1
CN2109900000000,21,99,"Hart County, KY",2018,"8,085","7,763",322,4
CN2110100000000,21,101,"Henderson County, KY",2018,"22,154","21,303",851,3.8
CN2110300000000,21,103,"Henry County, KY",2018,"8,183","7,865",318,3.9
CN2110500000000,21,105,"Hickman County, KY",2018,"1,812","1,708",104,5.7
CN2110700000000,21,107,"Hopkins County, KY",2018,"19,281","18,429",852,4.4
CN2110900000000,21,109,"Jackson County, KY",2018,"4,117","3,829",288,7
CN2111100000000,21,111,"Jefferson County, KY",2018,"400,587","384,318","16,269",4.1
CN2111300000000,21,113,"Jessamine County, KY",2018,"26,425","25,465",960,3.6
CN2111500000000,21,115,"Johnson County, KY",2018,"6,763","6,298",465,6.9
CN2111700000000,21,117,"Kenton County, KY",2018,"87,686","84,661","3,025",3.4
CN2111900000000,21,119,"Knott County, KY",2018,"4,425","4,121",304,6.9
CN2112100000000,21,121,"Knox County, KY",2018,"10,114","9,482",632,6.2
CN2112300000000,21,123,"Larue County, KY",2018,"6,075","5,808",267,4.4
CN2112500000000,21,125,"Laurel County, KY",2018,"24,947","23,679","1,268",5.1
CN2112700000000,21,127,"Lawrence County, KY",2018,"5,085","4,717",368,7.2
CN2112900000000,21,129,"Lee County, KY",2018,"2,033","1,904",129,6.3
CN2113100000000,21,131,"Leslie County, KY",2018,"2,650","2,462",188,7.1
CN2113300000000,21,133,"Letcher County, KY",2018,"6,316","5,904",412,6.5
CN2113500000000,21,135,"Lewis County, KY",2018,"4,727","4,331",396,8.4
CN2113700000000,21,137,"Lincoln County, KY",2018,"9,366","8,895",471,5
CN2113900000000,21,139,"Livingston County, KY",2018,"3,702","3,451",251,6.8
CN2114100000000,21,141,"Logan County, KY",2018,"12,453","11,970",483,3.9
CN2114300000000,21,143,"Lyon County, KY",2018,"3,063","2,907",156,5.1
CN2114500000000,21,145,"McCracken County, KY",2018,"29,386","27,744","1,642",5.6
CN2114700000000,21,147,"McCreary County, KY",2018,"4,654","4,360",294,6.3
CN2114900000000,21,149,"McLean County, KY",2018,"4,285","4,074",211,4.9
CN2115100000000,21,151,"Madison County, KY",2018,"46,892","45,083","1,809",3.9
CN2115300000000,21,153,"Magoffin County, KY",2018,"2,855","2,477",378,13.2
CN2115500000000,21,155,"Marion County, KY",2018,"9,627","9,263",364,3.8
CN2115700000000,21,157,"Marshall County, KY",2018,"15,078","14,280",798,5.3
CN2115900000000,21,159,"Martin County, KY",2018,"2,788","2,607",181,6.5
CN2116100000000,21,161,"Mason County, KY",2018,"7,254","6,854",400,5.5
CN2116300000000,21,163,"Meade County, KY",2018,"12,319","11,747",572,4.6
CN2116500000000,21,165,"Menifee County, KY",2018,"2,340","2,162",178,7.6
CN2116700000000,21,167,"Mercer County, KY",2018,"9,871","9,431",440,4.5
CN2116900000000,21,169,"Metcalfe County, KY",2018,"4,201","4,028",173,4.1
CN2117100000000,21,171,"Monroe County, KY",2018,"4,728","4,532",196,4.1
CN2117300000000,21,173,"Montgomery County, KY",2018,"11,663","10,967",696,6
CN2117500000000,21,175,"Morgan County, KY",2018,"4,476","4,193",283,6.3
CN2117700000000,21,177,"Muhlenberg County, KY",2018,"10,604","9,890",714,6.7
CN2117900000000,21,179,"Nelson County, KY",2018,"22,711","21,726",985,4.3
CN2118100000000,21,181,"Nicholas County, KY",2018,"3,287","3,137",150,4.6
CN2118300000000,21,183,"Ohio County, KY",2018,"9,914","9,348",566,5.7
CN2118500000000,21,185,"Oldham County, KY",2018,"33,270","32,176","1,094",3.3
CN2118700000000,21,187,"Owen County, KY",2018,"5,229","4,974",255,4.9
CN2118900000000,21,189,"Owsley County, KY",2018,"1,171","1,088",83,7.1
CN2119100000000,21,191,"Pendleton County, KY",2018,"7,058","6,769",289,4.1
CN2119300000000,21,193,"Perry County, KY",2018,"8,245","7,723",522,6.3
CN2119500000000,21,195,"Pike County, KY",2018,"19,933","18,751","1,182",5.9
CN2119700000000,21,197,"Powell County, KY",2018,"5,023","4,724",299,6
CN2119900000000,21,199,"Pulaski County, KY",2018,"25,726","24,421","1,305",5.1
CN2120100000000,21,201,"Robertson County, KY",2018,815,775,40,4.9
CN2120300000000,21,203,"Rockcastle County, KY",2018,"6,693","6,363",330,4.9
CN2120500000000,21,205,"Rowan County, KY",2018,"10,706","10,153",553,5.2
CN2120700000000,21,207,"Russell County, KY",2018,"6,270","5,906",364,5.8
CN2120900000000,21,209,"Scott County, KY",2018,"28,607","27,661",946,3.3
CN2121100000000,21,211,"Shelby County, KY",2018,"24,920","24,052",868,3.5
CN2121300000000,21,213,"Simpson County, KY",2018,"8,836","8,493",343,3.9
CN2121500000000,21,215,"Spencer County, KY",2018,"10,061","9,694",367,3.6
CN2121700000000,21,217,"Taylor County, KY",2018,"12,494","11,959",535,4.3
CN2121900000000,21,219,"Todd County, KY",2018,"5,312","5,100",212,4
CN2122100000000,21,221,"Trigg County, KY",2018,"6,001","5,717",284,4.7
CN2122300000000,21,223,"Trimble County, KY",2018,"3,893","3,726",167,4.3
CN2122500000000,21,225,"Union County, KY",2018,"6,039","5,739",300,5
CN2122700000000,21,227,"Warren County, KY",2018,"64,400","62,028","2,372",3.7
CN2122900000000,21,229,"Washington County, KY",2018,"6,201","5,969",232,3.7
CN2123100000000,21,231,"Wayne County, KY",2018,"7,598","7,064",534,7
CN2123300000000,21,233,"Webster County, KY",2018,"5,862","5,616",246,4.2
CN2123500000000,21,235,"Whitley County, KY",2018,"13,920","13,224",696,5
CN2123700000000,21,237,"Wolfe County, KY",2018,"1,904","1,758",146,7.7
CN2123900000000,21,239,"Woodford County, KY",2018,"14,793","14,336",457,3.1
CN2200100000000,22,1,"Acadia Parish, LA",2018,"23,952","22,665","1,287",5.4
CN2200300000000,22,3,"Allen Parish, LA",2018,"8,784","8,290",494,5.6
CN2200500000000,22,5,"Ascension Parish, LA",2018,"62,979","60,370","2,609",4.1
CN2200700000000,22,7,"Assumption Parish, LA",2018,"8,941","8,345",596,6.7
CN2200900000000,22,9,"Avoyelles Parish, LA",2018,"15,313","14,437",876,5.7
CN2201100000000,22,11,"Beauregard Parish, LA",2018,"14,542","13,769",773,5.3
CN2201300000000,22,13,"Bienville Parish, LA",2018,"5,670","5,339",331,5.8
CN2201500000000,22,15,"Bossier Parish, LA",2018,"57,620","55,156","2,464",4.3
CN2201700000000,22,17,"Caddo Parish, LA",2018,"104,778","99,027","5,751",5.5
CN2201900000000,22,19,"Calcasieu Parish, LA",2018,"109,878","105,683","4,195",3.8
CN2202100000000,22,21,"Caldwell Parish, LA",2018,"3,826","3,607",219,5.7
CN2202300000000,22,23,"Cameron Parish, LA",2018,"4,057","3,914",143,3.5
CN2202500000000,22,25,"Catahoula Parish, LA",2018,"3,381","3,151",230,6.8
CN2202700000000,22,27,"Claiborne Parish, LA",2018,"5,779","5,476",303,5.2
CN2202900000000,22,29,"Concordia Parish, LA",2018,"6,956","6,467",489,7
CN2203100000000,22,31,"De Soto Parish, LA",2018,"10,754","10,136",618,5.7
CN2203300000000,22,33,"East Baton Rouge Parish, LA",2018,"232,663","222,618","10,045",4.3
CN2203500000000,22,35,"East Carroll Parish, LA",2018,"1,962","1,759",203,10.3
CN2203700000000,22,37,"East Feliciana Parish, LA",2018,"8,008","7,634",374,4.7
CN2203900000000,22,39,"Evangeline Parish, LA",2018,"12,061","11,364",697,5.8
CN2204100000000,22,41,"Franklin Parish, LA",2018,"7,311","6,790",521,7.1
CN2204300000000,22,43,"Grant Parish, LA",2018,"8,071","7,595",476,5.9
CN2204500000000,22,45,"Iberia Parish, LA",2018,"28,639","26,964","1,675",5.8
CN2204700000000,22,47,"Iberville Parish, LA",2018,"14,190","13,312",878,6.2
CN2204900000000,22,49,"Jackson Parish, LA",2018,"6,839","6,524",315,4.6
CN2205100000000,22,51,"Jefferson Parish, LA",2018,"215,064","205,660","9,404",4.4
CN2205300000000,22,53,"Jefferson Davis Parish, LA",2018,"13,510","12,873",637,4.7
CN2205500000000,22,55,"Lafayette Parish, LA",2018,"113,337","108,265","5,072",4.5
